8	😘	😘	OTHER
9	Ijuezooo	Ijuezooo	ES.SLANG
9	tsipeukarmu	tsipeukarmu	WIX
9	,	,	OTHER
9	uyewa	uyewa	OTHER
9	NE	NE	NE
9	kpeit+arie	kpeit+arie	WIX
10	Si	Si	ES
10	nos	nos	ES
10	vemos	vemos	ES
10	bien	bien	ES
10	akume	akume	WIX
11	Mm	Mm	OTHER
11	nekweramate	ne kwe remate	WIX WIX ES
11	!	!	OTHER
11	Tu	Tu	ES
11	donde	donde	ES
11	lo	lo	ES
11	dejastes	dejastes	ES
11	😂	😂	OTHER
12	kiawa	kiawa	WIX
12	anovio	a novio	WIX ES
12	NE	NE	NE
12	aku	aku	WIX
12	netiaa	ne tiaa	WIX ES.SLANG
13	Muy	Muy	ES
13	cierto	cierto	ES
13	eku	eku	WIX
13	uki	uki	WIX
14	Kekutarik+	Kekutarik+	ES
14	neniña	ne niña	WIX ES
15	Nee	Nee	WIX
15	waik+	waik+	WIX
15	aniña	a niñ|a	WIX ES
15	jajajaja	jajajaja	OTHER
16	Ya	Ya	ES
16	casi	casi	ES
16	rik+	rik+	WIX
16	😂	😂	OTHER
16	😂	😂	OTHER
16	😂	😂	OTHER
16	neutax+xime	neutax+xime	WIX
17	haora	haora	ES.SLANG
17	padonde	padonde	ES.SLANG
17	,,,	,,,	OTHER
17	jeje	jeje	OTHER
17	saludos	saludos	ES
17	ek+	ek+	WIX
18	Guauu	Guauu	OTHER
18	kekuta	kekuta	WIX
18	saludos	saludos	ES
18	uka	uka	WIX
19	ekewari	ekewari	WIX
19	tsinari	tsinari	WIX
19	uka	uka	WIX
19	+imari	+imari	WIX
19	jejeje	jejeje	OTHER
19	y	y	ES
19	saludos	saludos	ES
19	.....	.....	OTHER
20	Comienza	Comienza	ES
20	un	un	ES
20	nuevo	nuevo	ES
20	año	año	ES
20	y	y	ES
20	yo	yo	ES
20	les	les	ES
20	deseo	deseo	ES
20	yunaime	yunaime	WIX
20	nemarema	nemarema	WIX
20	,	,	OTHER
20	neiwama	neiwama	WIX
20	,	,	OTHER
20	nehamikuma	ne hamiku ma	WIX ES.SLANG WIX
20	,	,	OTHER
20	que	que	ES
20	sea	sea	ES
20	de	de	ES
20	muchas	muchas	ES
20	bendiciones	bendiciones	ES
20	,	,	OTHER
20	alegrías	alegrías	ES
20	,	,	OTHER
20	amor	amor	ES
20	,	,	OTHER
20	felicidad	felicidad	ES
20	y	y	ES
20	muchas	muchas	ES
20	sorpresas	sorpresas	ES
20	bellas	bellas	ES
20	para	para	ES
20	su	su	ES
20	vida	vida	ES
20	.	.	OTHER
20	Valora	Valora	ES
20	lo	lo	ES
20	que	que	ES
20	tienes	tienes	ES
20	,	,	OTHER
20	supera	supera	ES
20	lo	lo	ES
20	que	que	ES
20	te	te	ES
20	duele	duele	ES
20	y	y	ES
20	lucha	lucha	ES
20	por	por	ES
20	lo	lo	ES
20	que	que	ES
20	quieres	quieres	ES
20	!	!	OTHER
21	Igual	Igual	ES
21	mente	mente	ES
21	neamiku	ne amiku	WIX ES.SLANG
21	k	k	ES.SLANG
21	lo	lo	ES
21	pases	pases	ES
21	bn	bn	ES.SLANG
22	Muchas	Muchas	ES
22	gracias	gracias	ES
22	amigo	amigo	ES
22	.	.	OTHER
22	.	.	OTHER
22	igualmente	igualmente	ES
22	yareik+@	yareik+@	WIX
22	nepaine	nepaine	WIX
22	neau	neau	WIX
22	..	..	OTHER
24	Simplemente	Simplemente	ES
24	Yo	Yo	ES
24	!	!	OTHER
24	Wixarika	Wixarika	WIX
24	Maka	Maka	WIX
24	Huta	Huta	WIX
24	y	y	ES
24	vamos	vamos	ES
24	por	por	ES
24	otra	otra	ES
24	mas	mas	ES
24	jjj	jjj	OTHER
24	...	...	OTHER
24	kentiy+weni	kentiy+weni	WIX
24	tsiet+	tsiet+	WIX
24	xewit	xewit	WIX
24	meri	meri	WIX
24	teuuwa	teuuwa	WIX
24	!	!	OTHER
24	saludos	saludos	ES
24	nemarema	nemarema	WIX
24	!	!	OTHER
25	aa	aa	ES
25	auuu	auuu	WIX
25	pero	pero	ES
25	ts+enk+	ts+enk+	WIX
25	penka	penka	WIX
25	yuwe	yuwe	WIX
25	jajajajaja	jajajajaja	OTHER
25	...	...	OTHER
26	gracias	gracias	ES
26	!	!	OTHER
26	...	...	OTHER
26	heiwats+	heiwats+	WIX
26	x+ka	x+ka	WIX
26	aix+	aix+	WIX
26	neuyu	neuyu	WIX
26	kuyurieni	kuyurieni	WIX
26	yani	yani	WIX
26	niuy+neni	niuy+neni	WIX
26	!	!	OTHER
26	jjjj	jjjj	OTHER
27	xei	xei	WIX
27	kiriwayarii	kiriwayarii	WIX
27	xeik+a	xeik+a	WIX
27	nepeaxix+	nepeaxix+	WIX
27	nehamik+		
27	...	...	OTHER
27	ent+t+		
27	y	y	WIX
27	luego	luego	WIX
27	empapa	empapa	WIX
27	xeik+a	xeik+a	WIX
27	jajja	jajja	OTHER
28	No	No	ES
28	puedo	puedo	ES
28	leerlos	leerlos	ES
28	k	k	ES.SLANG
28	dicen	dicen	ES
28	..	..	OTHER
28	kuinie	kuinie	WIX
28	kutarik+	kutarik+	WIX
28	tep+	tep+	WIX
28	anene	anene	WIX
29	No	No	ES
29	,	,	OTHER
29	son	son	ES
29	karimutsi	karimutsi	WIX
29	ando	ando	ES
29	en	en	ES
29	mexico	mexico	NE.ES
29	ya	ya	ES
29	vez	vez	ES
29	el	el	ES
29	indio	indio	ES
29	con	con	ES
29	mi	mi	ES
29	takutsi	takutsi	WIX
30	Meets+	Meets+	WIX
30	El	El	ES
30	Chalate	Chalate	ES.SLANG
30	Tuapurie	Tuapurie	NE.WIX
30	Kuruxi	Kuruxi	WIX
30	Wakaa	Wakaa	WIX
30	Tateikie	Tateikie	NE.WIX
30	Nueva	Nueva	NE.ES
30	Colonia	Colonia	NE.ES
30	M+tuyehane	M+tuyehane	WIX
30	NeMeMaarie	NeMeMaarie	WIX
31	hu	hu	WIX
31	yuri	yuri	WIX
31	tam+	tam+	WIX
31	ay	ay	ES.SLANG
31	ke	ke	ES.SLANG
31	dejar	dejar	ES
31	a	a	ES
31	un	un	ES
31	lado	lado	ES
31	la	la	ES
31	jente	jente	ES.SLANG
31	.	.	OTHER
1	....	....	OTHER
32	Pero	Pero	ES
32	como	como	ES
32	penkauka	penkauka	WIX
32	iwa	iwa	WIX
32	kewats+ri	kewats+ri	WIX
32	jakajajaj	jakajajaj	OTHER
33	Aix+	Aix+	WIX
33	kwenet+	kwenet+	WIX
33	.	.	OTHER
33	Nematsuri	Nematsuri	WIX
33	.	.	OTHER
33	'Uxa'a	'Uxa'a	WIX
33	taequipo		
33	m+ra'iwa	m+ra'iwa	ES
33	.	.	OTHER
33	Pa+	Pa+	WIX
33	reik+a	reik+a	ES
33	!	!	OTHER
34	la	la	ES
34	chula	chula	ES.SLANG
34	de	de	ES
34	wen+iiiii	wen+iiiii	WIX
34	.	.	OTHER
35	la	la	ES
35	chula	chula	ES.SLANG
35	de	de	ES
35	ninita	ninita	ES.SLANG
35	ne	ne	WIX
35	balu	balu	NE
35	...	...	OTHER
36	Ne	Ne	WIX
36	mare	mare	NE
36	!	!	OTHER
36	Yak+t+t+	Yak+t+t+	WIX
36	echiwa	echiwa	WIX
36	!	!	OTHER
36	Saludos	Saludos	ES
37	Kekuta	Kekuta	WIX
37	kwinie	kwinie	WIX
37	chipeutitemaik+	chipeutitemaik+	WIX
37	...	...	OTHER
37	Saludos	Saludos	ES
37	xochl	xochl	NE.ES
38	neamolsitha	ne amol sitha	WIX ES.SLANG ES.SLANG
40	acuñada	a cuñana	WIX ES
40	kunie	kunie	WIX
40	anetu	ane tu	WIX ES
40	hiii	hiii	EN
40	saludias	saludias	ES.SLANG
41	saludos	saludos	ES
41	uka	uka	WIX
41	va	va	ES
42	Kekuta	Kekuta	WIX
42	tepaiwarie	tepaiwarie	WIX
42	....	....	OTHER
42	Nos	Nos	ES
42	hicieron	hicieron	ES
42	birria	birria	ES
42	.	.	OTHER
42	..	..	OTHER
42	tsiepakuta	tsiepakuta	WIX
42	hay	hay	ES
42	pala	pala	ES.SLANG
42	otra	otra	ES
43	Karik+tsu	Karik+tsu	WIX
43	punenaine	punenaine	WIX
43	neriek+	neriek+	WIX
43	akuek+	akuek+	WIX
43	neamiga		
43	NE	NE	NE
44	¡	¡	OTHER
44	RECUERDA	RECUERDA	ES
44	NOS	NOS	ES
44	VEMOS	VEMOS	ES
44	EL	EL	ES
44	SÁBADO	SÁBADO	ES
44	15	15	OTHER
44	DE	DE	ES
44	JULIO	JULIO	ES
44	,	,	OTHER
44	M+PA+XETA	M+PA+XETA	WIX
44	'ERIWANI	'ERIWANI	WIX
44	NE'IWAMA	NE'IWAMA	WIX
44	!	!	OTHER
45	¡	¡	OTHER
45	VEN	VEN	ES
45	,	,	OTHER
45	PARTICIPA	PARTICIPA	ES
45	Y	Y	ES
45	DIVIÉRTETE	DIVIÉRTETE	ES
45	,	,	OTHER
45	PAMPARIYUTSI	PAMPARIYUTSI	WIX
45	!	!	OTHER
46	Una	Una	ES
46	preunga	preunga	ES
46	,	,	OTHER
46	donde	donde	ES
46	es	es	ES
46	eso	eso	ES
46	??	??	OTHER
46	Tateikie	Tateikie	NE.WIX
46	,	,	OTHER
46	teyupannie	teyupannie	WIX
46	h+xie	h+xie	WIX
46	,	,	OTHER
46	que	que	ES
46	buena	buena	ES
46	foto	foto	ES
46	,	,	OTHER
46	me	me	ES
46	gustó	gustó	ES
46	mucho	mucho	ES
46	!	!	OTHER
47	Siiiiii	Siiiiii	ES
47	m+tat+	m+tat+	WIX
48	Ammm	Ammm	OTHER
48	.	.	OTHER
48	bueno	bueno	ES
48	.	.	OTHER
48	..	..	OTHER
48	mas	mas	ES
48	te	te	ES
48	vale	vale	ES
48	ehhh	ehhh	ES
48	neiwaru	neiwaru	WIX
48	shula	shula	ES.SLANG
48	elmosha	elmosha	ES.SLANG
49	Esa	Esa	ES
49	NE	NE	NE
49	....	....	OTHER
49	el	el	ES
49	sapo	sapo	ES
49	kere'ane	kere'ane	WIX
50	neta	neta	ES.SLANG
50	netsuri	netsuri	WIX
50	kameti	kameti	WIX
50	nake	nake	WIX
50	...	...	OTHER
50	aku	aku	WIX
50	nekunatsi	nekunatsi	WIX
51	ket+	ket+	WIX
51	kuta	kuta	WIX
51	ukari	ukari	WIX
51	..	..	OTHER
51	comoke	comoke	ES.SLANG
51	neuxemate	neuxemate	WIX
52	puro	puro	ES
52	teut+a	teut+a	WIX
53	Eso	Eso	ES
53	es	es	ES
53	todo	todo	ES
53	puro	puro	ES
53	temut+a	temut+a	WIX
54	Sin	Sin	ES
54	más	más	ES
54	están	están	ES
54	totalmente	totalmente	ES
54	todos	todos	ES
54	invitados	invitados	ES
54	a	a	ES
54	la	la	ES
54	gran	gran	ES
54	fiesta	fiesta	ES
54	tradicional	tradicional	ES
54	de	de	ES
54	Híkuri	Híkuri	WIX
54	Neixa	Neixa	WIX
54	.	.	OTHER
55	el	el	ES
55	Pronunciamiento	Pronunciamiento	ES
55	de	de	ES
55	Wirikuta	Wirikuta	NE.WIX
55	y	y	ES
55	la	la	ES
55	Declaración	Declaración	ES
55	de	de	ES
55	Keiyatsita	Keiyatsita	NE.WIX
55	.	.	OTHER
56	tradicionales	tradicionales	ES
56	en	en	ES
56	los	los	ES
56	diferentes	diferentes	ES
56	lugares	lugares	ES
56	sagrados	sagrados	ES
56	como	como	ES
56	KEIYATSITA	KEIYATSITA	WIX
56	(	(	OTHER
56	Rosarito	Rosarito	NE.ES
56	,	,	OTHER
56	Nay	Nay	NE.ES
56	),	),	OTHER
56	PAR+YA	PAR+YA	NE.WIX
56	TEK+A	TEK+A	NE.WIX
56	(	(	OTHER
56	Cerro	Cerro	NE.ES
56	Quemado	Quemado	NE.ES
56	),	),	OTHER
56	UTUTAWITA	UTUTAWITA	NE.WIX
56	(	(	OTHER
56	Cerro	Cerro	ES
56	de	de	ES
56	Dios	Dios	ES
56	)	)	OTHER
56	muy	muy	ES
56	cerca	cerca	ES
56	de	de	ES
56	Bernalejo	Bernalejo	NE.ES
56	,	,	OTHER
56	Dgo	Dgo	NE.ES
56	,	,	OTHER
56	Kewimutaa	Kewimutaa	NE.WIX
56	(	(	OTHER
56	Ixtalpa	Ixtalpa	NE.ES
56	,	,	OTHER
56	Nay	Nay	NE.ES
56	),	),	OTHER
56	COHAMIATA	COHAMIATA	NE.ES
56	(	(	OTHER
56	Cerca	Cerca	ES
56	de	de	ES
56	San	San	NE.ES
56	Andrés	Andrés	NE.ES
56	Cohamiata	Cohamiata	NE.ES
56	)	)	OTHER
57	BACHILLERATO	BACHILLERATO	ES
57	INTERCULTURAL	INTERCULTURAL	ES
57	“	“	OTHER
57	TAKUTSI	TAKUTSI	WIX
57	NIUKIEYA	NIUKIEYA	WIX
57	”	”	OTHER
57	.	.	OTHER
58	saludos	saludos	ES
58	cuídate	cuídate	ES
58	mucho	mucho	ES
58	ánimo	ánimo	ES
58	wixarika	wixarika	WIX
58	xeik+a	xeik+a	WIX
58	Aku	Aku	WIX
59	Ek+ts+	Ek+ts+	WIX
59	peneaukwe	peneaukwe	WIX
59	...	...	OTHER
59	Así	Así	ES
59	va	va	ES
59	una	una	ES
59	canción	canción	ES
60	No	No	ES
60	es	es	ES
60	cierto	cierto	ES
60	,	,	OTHER
60	la	la	ES
60	canción	canción	ES
60	dice	dice	ES
60	:	:	OTHER
60	'Ek+ts+	'Ek+ts+	WIX
60	pemuneaukwe	pemuneaukwe	WIX
61	Hola	Hola	ES
61	amiga	amiga	ES
61	tu	tu	ES
61	muy	muy	ES
61	guapa	guapa	ES
61	y	y	ES
61	hermosa	hermosa	ES
61	akuts+	akuts+	WIX
62	Saludos	Saludos	ES
62	a	a	ES
62	ambas	ambas	ES
62	...	...	OTHER
62	Aixu	Aixu	WIX
62	xep+teyuxexeiya	xep+teyuxexeiya	WIX
62	.	.	OTHER
63	Mínimo	Mínimo	ES
63	...	...	OTHER
63	Un	Un	ES
63	saludo	saludo	ES
63	..	..	OTHER
63	Pal	Pal	ES
63	Ukiratsi	Ukiratsi	WIX
63	...	...	OTHER
63	Ya	Ya	ES
63	que	que	ES
63	no	no	ES
63	se	se	ES
63	acuerdan	acuerdan	ES
63	ni	ni	ES
63	los	los	ES
63	xaip+	xaip+	WIX
63	...	...	OTHER
64	Neiwa	Neiwa	WIX
64	!	!	OTHER
64	pamparios	pamparios	WIX
64	por	por	ES
64	compartir	compartir	ES
64	:D	:D	OTHER
64	pero	pero	ES
64	inviten	inviten	ES
64	este	este	ES
64	año	año	ES
64	pues	pues	ES
64	...	...	OTHER
64	saludos	saludos	ES
65	Nekati	Nekati	WIX.NE
65	ter+wawe	ter+wawe	WIX
65	wixarikaku	wixarikaku	WIX
65	..	..	OTHER
65	pero	pero	ES
65	esta	esta	ES
65	chido	chido	ES
65	..	..	OTHER
65	saludos	saludos	ES
66	Hiik+	Hiik+	WIX
66	xeik+a	xeik+a	WIX
66	peyetuiwa	peyetuiwa	WIX
66	España	España	ES
66	.	.	OTHER
66	Pero	Pero	ES
66	x+ka	x+ka	WIX
66	petiuter+wam+k+ni	petiuter+wam+k+ni	WIX
66	nexapa	nexapa	WIX
66	Nemetsiniut+a	Nemetsiniut+a	WIX
66	.	.	OTHER
67	Hola	Hola	ES
67	iris	iris	ES
67	...	...	OTHER
67	Podría	Podría	ES
67	ser	ser	ES
67	'Aix+	'Aix+	WIX
67	p+'ane	p+'ane	WIX
67	o	o	ES
67	'Aix+	'Aix+	WIX
67	pereu'erieka	pereu'erieka	WIX
67	,	,	OTHER
67	según	según	ES
67	el	el	ES
67	caso	caso	ES
67	...	...	OTHER
67	Saludos	Saludos	ES
67	.	.	OTHER
68	EL	EL	ES
68	LUGAR	LUGAR	ES
68	SAGRADO	SAGRADO	ES
68	WIXÁRIKA	WIXÁRIKA	NE.WIX
68	"	"	OTHER
68	XAPAWIYEMETA	XAPAWIYEMETA	NE.WIX
68	"	"	OTHER
68	Ubicado	Ubicado	ES
68	en	en	ES
68	la	la	ES
68	isla	isla	ES
68	de	de	ES
68	los	los	ES
68	alacranes	alacranes	ES
68	,	,	OTHER
68	Chapala	Chapala	NE.ES
68	,	,	OTHER
68	Jalisco	Jalisco	NE.ES
68	,	,	OTHER
69	Ne'iwa	Ne'iwa	WIX
69	Tutupika	Tutupika	NE.WIX
69	!	!	OTHER
69	Yo	Yo	ES
69	quiero	quiero	ES
69	unos	unos	ES
69	,	,	OTHER
69	apartados	apartados	ES
69	y	y	ES
69	encargados	encargados	ES
69	si	si	ES
69	tienes	tienes	ES
69	otros	otros	ES
69	colores	colores	ES
69	!!!	!!!	OTHER
70	Claro	Claro	ES
70	gusto	gusto	ES
70	ne'iwa	ne'iwa	WIX
70	.	.	OTHER
71	Te	Te	ES
71	quiero	quiero	ES
71	Iwa	Iwa	WIX
71	sabes	sabes	ES
71	que	que	ES
71	están	están	ES
71	en	en	ES
71	mis	mis	ES
71	rezos	rezos	ES
72	Abrazos	Abrazos	ES
72	y	y	ES
72	mucha	mucha	ES
72	fé	fé	ES
72	Tutu	Tutu	WIX
73	Kekuta	Kekuta	WIX
73	chulas	chulas	ES.SLANG
73	ellas	ellas	ES
74	Gracias	Gracias	ES
74	!	!	OTHER
74	Neplimo	ne plimo	WIX ES.SLANG
75	Jeje	Jeje	OTHER
75	,	,	OTHER
75	kepai	kepai	WIX
75	eku	eku	WIX
75	no	no	ES
75	tengo	tengo	ES
75	ese	ese	ES
75	dinero	dinero	ES
76	Hely	Hely	?
76	wanio	wanio	?
76	ya	ya	?
76	anet+	anet+	WIX
77	Jeje	Jeje	OTHER
77	.	.	OTHER
77	.	.	OTHER
77	yaliku	yaliku	WIX
77	netio		
77	jje	jje	OTHER
78	Hola	Hola	ES
78	uka	uka	WIX
78	iymali	iymali	WIX
78	yurewy	yurewy	WIX
78	neamiga		
78	shula	shula	ES.SLANG
78	.	.	OTHER
78	.	.	OTHER
79	Jeje	Jeje	OTHER
79	,,	,,	OTHER
79	gracias	gracias	ES
79	!	!	OTHER
79	Amiga	Amiga	ES
79	..	..	OTHER
79	eku	eku	WIX
79	chiere	chiere	WIX
79	muy	muy	WIX
79	linda	linda	WIX
79	..	..	OTHER
80	con	con	ES
80	el	el	ES
80	apoyo	apoyo	ES
80	de	de	ES
80	los	los	ES
80	centros	centros	ES
80	anfitriones	anfitriones	ES
80	Tatuutsi	Tatuutsi	WIX
80	Maxakwaxí	Maxakwaxí	WIX
81	Pampariyutsi	Pampariyutsi	WIX
81	....	....	OTHER
81	Saludos	Saludos	ES
81	...	...	OTHER
82	Felipe	Felipe	NE.ES
82	de	de	ES
82	la	la	ES
82	Cruz	Cruz	ES
82	(	(	OTHER
82	neteukari	neteukari	WIX
82	),	),	OTHER
82	Yesenia	Yesenia	NE.ES
82	Carrillo	Carrillo	NE.ES
82	(	(	OTHER
82	nekurí	nekurí	WIX
82	).	).	OTHER
83	Es	Es	ES
83	en	en	ES
83	la	la	ES
83	zitacua	zitacua	NE.WIX
83	verdad	verdad	ES
83	Tutu	Tutu	NE.WIX
84	Pampa	Pampa	WIX
84	...	...	OTHER
84	Aixe	Aixe	WIX
84	yeme	yeme	WIX
84	.	.	OTHER
84	¿	¿	OTHER
84	Ya	Ya	ES
84	ve	ve	ES
84	mi	mi	ES
84	amigo	amigo	ES
84	,	,	OTHER
84	que	que	ES
84	sí	sí	ES
84	se	se	ES
84	puede	puede	ES
84	?	?	OTHER
85	es	es	ES
85	un	un	ES
85	Haramara	Haramara	WIX
86	los	los	ES
86	coordinadores	coordinadores	ES
86	del	del	ES
86	proyecto	proyecto	ES
86	Señorita	Señorita	ES
86	Estudiante	Estudiante	ES
86	:	:	OTHER
86	Tuutú	Tuutú	WIX
86	+imari	+imari	WIX
86	.	.	OTHER
87	Faltó	Faltó	ES
87	el	el	ES
87	Muwieri	Muwieri	WIX
87	....	....	OTHER
87	bueno	bueno	ES
87	creó	creó	ES
87	.	.	OTHER
88	¿	¿	OTHER
88	HAS	HAS	ES
88	ESCUCHADO	ESCUCHADO	ES
88	DEL	DEL	ES
88	MARA'AKAME	MARA'AKAME	NE.WIX
88	?	?	OTHER
89	Ante	Ante	ES
89	el	el	ES
89	triunfo	triunfo	ES
89	jurídico	jurídico	ES
89	de	de	ES
89	la	la	ES
89	Comunidad	Comunidad	ES
89	Wixárika	Wixárika	NE.WIX
89	de	de	ES
89	San	San	ES
89	Sebastián	Sebastián	ES
89	Teponahuaxtlán	Teponahuaxtlán	ES
89	Waut+a	Waut+a	NE.WIX
89	y	y	OTHER
89	Tuxpan	Tuxpan	NE.ES
89	Kuruxi	Kuruxi	NE.WIX
89	Manuwe	Manuwe	NE.WIX
89	de	de	ES
89	los	los	ES
89	municipios	municipios	ES
89	de	de	ES
89	Mezquitic	Mezquitic	NE.ES
89	y	y	ES
89	Bolaños	Bolaños	NE.ES
89	,	,	OTHER
90	Tam+	Tam+	WIX
90	,	,	OTHER
90	m+k+tat+	m+k+tat+	WIX
90	memo	memo	ES
90	listones	listones	ES
90	,	,	OTHER
90	así	así	ES
90	es	es	ES
90	Nery	Nery	NE.ES
90	...	...	OTHER
91	Saludos	Saludos	ES
91	net+karima	net+karima	WIX
91	.	.	OTHER
92	KeAku	KeAku	WIX
92	Saludos	Saludos	ES
92	amigos	amigos	ES
92	Wixarika	Wixarika	NE.WIX
93	hiii	hiii	EN
93	necuñado		
93	,	,	OTHER
93	kepere'naane	kepere'naane	WIX
93	;)	;)	OTHER
93	waniu	waniu	WIX
94	No	No	ES
94	le	le	ES
94	des	des	ES
94	tu	tu	ES
94	vida	vida	ES
94	a	a	ES
94	quien	quien	ES
94	solo	solo	ES
94	destruye	destruye	ES
94	tu	tu	ES
94	'iyari	'iyari	WIX
94	sin	sin	ES
94	compasión	compasión	ES
94	.	.	OTHER
95	nawa	nawa	WIX
95	teieka	teieka	WIX
95	kuta	kuta	WIX
95	.	.	OTHER
95	esto	esto	ES
95	no	no	ES
95	me	me	ES
95	puede	puede	ES
95	estar	estar	ES
95	pasando	pasando	ES
95	a	a	ES
95	mi	mi	ES
95	.	.	OTHER
95	keane	keane	WIX
95	nemeuyah+akai	nemeuyah+akai	WIX
95	es	es	ES
95	....	....	OTHER
95	:P	:P	OTHER
95	😂	😂	OTHER
95	😂	😂	OTHER
95	🤣	🤣	OTHER
95	como	como	ES
95	va	va	ES
95	la	la	ES
95	cancion	cancion	ES
95	?	?	OTHER
95	y	y	ES
95	pasenme	pasenme	ES
95	otro	otro	ES
95	vaso	vaso	ES
95	de	de	ES
95	nawa	nawa	WIX
95	....	....	OTHER
95	😂	😂	OTHER
95	😂	😂	OTHER
96	Es	Es	ES
96	neta	neta	ES.SLANG
96	....	....	OTHER
96	tu	tu	ES
96	tomando	tomando	ES
96	nawa	nawa	WIX
96	...	...	OTHER
96	kien	kien	ES.SLANG
96	te	te	ES
96	viera	viera	ES
96	carnala	carnala	ES.SLANG
97	si	si	ES
97	les	les	ES
97	gusta	gusta	ES
97	...	...	OTHER
97	y	y	ES
97	con	con	ES
97	sentimiento	sentimiento	ES
97	neiwama	neiwama	WIX
97	...	...	OTHER
98	Desde	Desde	ES
98	esa	esa	ES
98	vez	vez	ES
98	yapetitemaik+	yapetitemaik+	WIX
99	Jijiji	Jijiji	OTHER
99	h+	h+	WIX
99	como	como	ES
99	vez	vez	ES
99	nehamika	ne hamika	WIX ES.SLANG
99	!	!	OTHER
99	Jaja	Jaja	OTHER
100	Así	Así	ES
100	es	es	ES
100	..	..	OTHER
100	kema	kema	WIX
100	a	a	WIX
101	Y	Y	ES
101	que	que	ES
101	nos	nos	ES
101	agarró	agarró	ES
101	la	la	ES
101	lluvia	lluvia	ES
101	wa'at+	wa'at+	WIX
102	karik+	karik+	WIX
102	😂	😂	OTHER
102	😂	😂	OTHER
102	😇	😇	OTHER
102	.	.	OTHER
102	Wistiane		
102	tu	tu	ES
102	Collar	Collar	ES
103	Hu	Hu	WIX
103	wa'at+	wa'at+	WIX
103	pronto	pronto	ES
103	te	te	ES
103	harás	harás	ES
103	una	una	ES
103	así	así	ES
103	seguroImprovisando	seguroImprovisando	ES
103	!	!	OTHER
103	!	!	OTHER
104	#Tam+Katiy+we	#Tam+Katiy+we	WIX
105	ok	ok	EN
105	,	,	OTHER
105	kuta	kuta	WIX
106	Aixi	Aixi	WIX
106	no	no	ES
106	los	los	ES
106	vaya	vaya	ES
106	a	a	ES
106	llevar	llevar	ES
106	la	la	ES
106	lluvia	lluvia	ES
107	...	...	OTHER
107	hu	hu	WIX
107	tam+	tam+	WIX
107	que	que	ES
107	ahi	ahi	ES
107	que	que	ES
107	hacer	hacer	ES
107	...	...	OTHER
108	kewatari	kewatari	WIX
108	nejugo		
109	Kepai	Kepai	WIX
109	ts+nets+k+	ts+nets+k+	WIX
109	wiyarie	wiyarie	WIX
109	yu'umieme	yu'umieme	WIX
109	casi	casi	ES
109	jeje	jeje	OTHER
110	Nooooooo	Nooooooo	ES
110	kename	kename	WIX
110	rekainie	rekainie	WIX
110	jajaja	jajaja	OTHER
111	Villa	Villa	ES
111	kuta	kuta	WIX
111	heiwa	heiwa	WIX
112	Simón	Simón	ES
112	nekema	nekema	WIX
113	Así	Así	ES
113	es	es	ES
113	primo	primo	ES
113	Puro	Puro	ES
113	perron	perron	ES.SLANG
113	Aku	Aku	WIX
114	Micheladas	Micheladas	ES.SLANG
114	keri	keri	WIX
114	nepeuim+k+	nepeuim+k+	WIX
115	pero	pero	ES
115	me	me	ES
115	queda	queda	ES
115	algo	algo	ES
115	lejos	lejos	ES
115	aku	aku	WIX
